Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,18:38:58.891,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,18:39:00.257,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,18:39:00.734,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,18:39:01.939,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
5,18:39:03.145,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
6,18:39:04.621,Low,b180 pistol,1.082000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
7,18:39:05.188,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
8,18:39:06.935,Mid,b180 pistol,0.438000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
9,18:39:08.758,Mid,b180 pistol,1.114000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
10,18:39:09.912,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,18:39:11.569,Low,b180 pistol,1.260000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
12,18:39:14.082,Mid,b180 pistol,1.235000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
13,18:39:15.537,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
14,18:39:16.058,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,18:39:17.173,Low,b180 pistol,0.311000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
16,18:39:20.672,Mid,b180 pistol,2.001000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
17,18:39:22.862,High,b180 pistol,1.902000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
18,18:39:23.575,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,18:39:25.595,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
20,18:39:26.481,Mid,b180 pistol,0.310000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
21,18:39:27.649,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,18:39:29.319,Low,b180 pistol,0.326000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
23,18:39:30.189,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
24,18:39:31.631,Mid,b180 pistol,0.803000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
25,18:39:32.982,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
26,18:39:33.588,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
27,18:39:34.244,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
28,18:39:36.899,High,b180 pistol,1.510000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
