Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,19:20:24.536,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,19:20:26.620,Mid,b180 pistol,1.654000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
3,19:20:27.753,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,19:20:28.486,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
5,19:20:29.908,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
6,19:20:30.553,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
7,19:20:31.353,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
8,19:20:31.877,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,19:20:32.784,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
10,19:20:34.235,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,19:20:36.021,Mid,b180 pistol,1.218000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
12,19:20:37.301,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
13,19:20:38.444,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
14,19:20:41.885,Mid,b180 pistol,2.930000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
15,19:20:42.872,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
16,19:20:48.126,High,b180 pistol,4.354000s,5,1,0.200000,50.000000,625.000000,0.080000,0,0
17,19:20:49.010,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
18,19:20:52.488,Mid,b180 pistol,2.046000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
19,19:20:54.103,Low,b180 pistol,0.856000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
20,19:20:55.560,Mid,b180 pistol,0.487000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
21,19:20:56.442,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,19:20:56.991,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
