Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,00:08:20.080,High,B180T LG,0.979000s,19,5,0.263158,5.000000,19.000000,0.263158,0,3
2,00:08:21.280,Low,B180T LG,0.893000s,17,5,0.294118,5.000000,17.000000,0.294118,0,5
3,00:08:22.784,Mid,B180T LG,1.172000s,22,5,0.227273,5.000000,22.000000,0.227273,0,5
4,00:08:24.342,Mid,B180T LG,1.223000s,23,5,0.217391,5.000000,23.000000,0.217391,0,5
5,00:08:27.022,Low,B180T LG,2.344000s,43,7,0.162791,7.000000,43.000000,0.162791,0,5
6,00:08:27.969,Mid,B180T LG,0.613000s,12,3,0.250000,3.000000,12.000000,0.250000,0,5
7,00:08:29.138,High,B180T LG,0.837000s,16,5,0.312500,5.000000,16.000000,0.312500,0,5
8,00:08:29.752,Mid,B180T LG,0.280000s,6,5,0.833333,5.000000,6.000000,0.833333,0,5
9,00:08:31.763,Mid,B180T LG,1.673000s,31,5,0.161290,5.000000,31.000000,0.161290,0,5
10,00:08:32.766,Low,B180T LG,0.672000s,13,5,0.384615,5.000000,13.000000,0.384615,0,5
11,00:08:34.107,Mid,B180T LG,1.006000s,19,5,0.263158,5.000000,19.000000,0.263158,0,5
12,00:08:35.163,High,B180T LG,0.726000s,14,5,0.357143,5.000000,14.000000,0.357143,0,5
13,00:08:35.940,High,B180T LG,0.445000s,9,5,0.555556,5.000000,9.000000,0.555556,0,5
14,00:08:38.062,High,B180T LG,1.785000s,33,5,0.151515,5.000000,33.000000,0.151515,0,5
15,00:08:39.621,Mid,B180T LG,1.229000s,23,5,0.217391,5.000000,23.000000,0.217391,0,5
16,00:08:40.792,Mid,B180T LG,0.836000s,16,5,0.312500,5.000000,16.000000,0.312500,0,5
17,00:08:42.019,Low,B180T LG,0.889000s,17,5,0.294118,5.000000,17.000000,0.294118,0,5
18,00:08:43.578,Mid,B180T LG,1.225000s,23,5,0.217391,5.000000,23.000000,0.217391,0,5
19,00:08:44.586,High,B180T LG,0.671000s,13,5,0.384615,5.000000,13.000000,0.384615,0,5
20,00:08:45.809,Mid,B180T LG,0.891000s,17,5,0.294118,5.000000,17.000000,0.294118,0,5
21,00:08:47.209,Mid,B180T LG,1.061000s,20,5,0.250000,5.000000,20.000000,0.250000,0,5
22,00:08:48.097,Low,B180T LG,0.558000s,11,5,0.454545,5.000000,11.000000,0.454545,0,5
23,00:08:48.935,Low,B180T LG,0.502000s,10,5,0.500000,5.000000,10.000000,0.500000,0,5
24,00:08:50.273,Mid,B180T LG,1.004000s,19,6,0.315789,6.000000,19.000000,0.315789,0,5
25,00:08:52.055,Low,B180T LG,1.449000s,27,4,0.148148,4.000000,27.000000,0.148148,0,5
26,00:08:53.283,High,B180T LG,0.891000s,17,5,0.294118,5.000000,17.000000,0.294118,0,5
27,00:08:54.454,Mid,B180T LG,0.838000s,16,5,0.312500,5.000000,16.000000,0.312500,0,5
28,00:08:56.348,Mid,B180T LG,1.565000s,29,5,0.172414,5.000000,29.000000,0.172414,0,5
29,00:08:57.517,Mid,B180T LG,0.834000s,16,6,0.375000,6.000000,16.000000,0.375000,0,5
30,00:09:00.031,High,B180T LG,2.176000s,40,8,0.200000,8.000000,40.000000,0.200000,0,5
31,00:09:01.367,Mid,B180T LG,1.005000s,19,1,0.052632,1.000000,19.000000,0.052632,0,5
32,00:09:02.764,Low,B180T LG,1.059000s,20,5,0.250000,5.000000,20.000000,0.250000,0,5
33,00:09:03.764,Mid,B180T LG,0.671000s,13,5,0.384615,5.000000,13.000000,0.384615,0,5
34,00:09:05.603,High,B180T LG,1.503000s,28,5,0.178571,5.000000,28.000000,0.178571,0,5
35,00:09:06.554,Low,B180T LG,0.615000s,12,5,0.416667,5.000000,12.000000,0.416667,0,5
36,00:09:08.001,Mid,B180T LG,1.115000s,21,5,0.238095,5.000000,21.000000,0.238095,0,5
37,00:09:10.010,Low,B180T LG,1.673000s,31,8,0.258065,8.000000,31.000000,0.258065,0,5
38,00:09:10.845,Mid,B180T LG,0.499000s,10,2,0.200000,2.000000,10.000000,0.200000,0,5
39,00:09:12.854,Low,B180T LG,1.674000s,31,9,0.290323,9.000000,31.000000,0.290323,0,5
40,00:09:13.970,Mid,B180T LG,0.782000s,15,4,0.266667,4.000000,15.000000,0.266667,0,5
