Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
26,00:07:36.638,Mid,B180T LG,1.004000s,19,5,0.263158,5.000000,19.000000,0.263158,0,5
27,00:07:37.805,Mid,B180T LG,0.836000s,16,5,0.312500,5.000000,16.000000,0.312500,0,5
28,00:07:39.087,Low,B180T LG,0.948000s,18,5,0.277778,5.000000,18.000000,0.277778,0,5
29,00:07:39.983,Mid,B180T LG,0.558000s,11,5,0.454545,5.000000,11.000000,0.454545,0,5
30,00:07:40.818,Low,B180T LG,0.503000s,10,5,0.500000,5.000000,10.000000,0.500000,0,5
31,00:07:42.045,High,B180T LG,0.890000s,17,5,0.294118,5.000000,17.000000,0.294118,0,5
32,00:07:43.326,Mid,B180T LG,0.951000s,18,5,0.277778,5.000000,18.000000,0.277778,0,5
33,00:07:44.499,Low,B180T LG,0.837000s,16,5,0.312500,5.000000,16.000000,0.312500,0,5
34,00:07:46.114,Mid,B180T LG,1.284000s,24,5,0.208333,5.000000,24.000000,0.208333,0,5
35,00:07:47.006,Mid,B180T LG,0.555000s,11,5,0.454545,5.000000,11.000000,0.454545,0,5
36,00:07:49.513,High,B180T LG,2.172000s,40,5,0.125000,5.000000,40.000000,0.125000,0,5
37,00:07:50.962,Low,B180T LG,1.115000s,21,5,0.238095,5.000000,21.000000,0.238095,0,5
38,00:07:52.528,High,B180T LG,1.231000s,23,5,0.217391,5.000000,23.000000,0.217391,0,5
39,00:07:53.755,Mid,B180T LG,0.896000s,17,5,0.294118,5.000000,17.000000,0.294118,0,5
40,00:07:55.034,Mid,B180T LG,0.949000s,18,5,0.277778,5.000000,18.000000,0.277778,0,5
41,00:07:56.317,Mid,B180T LG,0.951000s,18,5,0.277778,5.000000,18.000000,0.277778,0,5
42,00:07:57.542,High,B180T LG,0.889000s,17,5,0.294118,5.000000,17.000000,0.294118,0,5
43,00:07:58.494,High,B180T LG,0.613000s,12,5,0.416667,5.000000,12.000000,0.416667,0,5
44,00:07:59.550,Mid,B180T LG,0.722000s,14,5,0.357143,5.000000,14.000000,0.357143,0,5
45,00:08:01.279,Mid,B180T LG,1.396000s,26,5,0.192308,5.000000,26.000000,0.192308,0,5
46,00:08:02.228,Mid,B180T LG,0.612000s,12,5,0.416667,5.000000,12.000000,0.416667,0,5

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
B180T LG,847,230,230.0,847.0,

Kills:,46
Deaths:,0
Fight Time:,44.331001
Time Remaining:,0.0
Avg TTK:,1.581026
Damage Done:,230.0
Total Overshots:,230
Damage Taken:,0.0
Hit Count:,230
Miss Count:,617
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,460.0
Scenario:,VT bounceTS Intermediate
Hash:,d2407fa3f4c2567ce8736fbac4ecee6c
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,00:07:02.558
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,Kosei.png
Crosshair Scale:,0.8
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,236.504684
Resolution Scale:,100.0
