Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,00:07:03.851,Mid,B180T LG,0.976000s,19,5,0.263158,5.000000,19.000000,0.263158,0,5
2,00:07:04.911,Low,B180T LG,0.727000s,14,5,0.357143,5.000000,14.000000,0.357143,0,5
3,00:07:08.256,High,B180T LG,3.011000s,55,9,0.163636,9.000000,55.000000,0.163636,0,5
4,00:07:08.869,Mid,B180T LG,0.276000s,6,5,0.833333,5.000000,6.000000,0.833333,0,5
5,00:07:10.711,Mid,B180T LG,1.506000s,28,1,0.035714,1.000000,28.000000,0.035714,0,5
6,00:07:12.328,High,B180T LG,1.282000s,24,5,0.208333,5.000000,24.000000,0.208333,0,5
7,00:07:13.499,Mid,B180T LG,0.842000s,16,5,0.312500,5.000000,16.000000,0.312500,0,5
8,00:07:14.498,High,B180T LG,0.671000s,13,5,0.384615,5.000000,13.000000,0.384615,0,5
9,00:07:15.839,Mid,B180T LG,1.006000s,19,5,0.263158,5.000000,19.000000,0.263158,0,5
10,00:07:16.843,Low,B180T LG,0.675000s,13,5,0.384615,5.000000,13.000000,0.384615,0,5
11,00:07:18.067,Low,B180T LG,0.893000s,17,5,0.294118,5.000000,17.000000,0.294118,0,5
12,00:07:19.854,Mid,B180T LG,1.448000s,27,6,0.222222,6.000000,27.000000,0.222222,0,5
13,00:07:20.581,Mid,B180T LG,0.395000s,8,5,0.625000,5.000000,8.000000,0.625000,0,5
14,00:07:22.025,Low,B180T LG,1.114000s,21,5,0.238095,5.000000,21.000000,0.238095,0,5
15,00:07:23.479,Mid,B180T LG,1.118000s,21,5,0.238095,5.000000,21.000000,0.238095,0,5
16,00:07:24.595,Mid,B180T LG,0.784000s,15,5,0.333333,5.000000,15.000000,0.333333,0,5
17,00:07:25.373,Low,B180T LG,0.447000s,9,4,0.444444,4.000000,9.000000,0.444444,0,5
18,00:07:27.158,High,B180T LG,1.447000s,27,5,0.185185,5.000000,27.000000,0.185185,0,5
19,00:07:27.882,Mid,B180T LG,0.390000s,8,5,0.625000,5.000000,8.000000,0.625000,0,5
20,00:07:29.329,Mid,B180T LG,1.117000s,21,5,0.238095,5.000000,21.000000,0.238095,0,5
21,00:07:31.342,Low,B180T LG,1.675000s,31,7,0.225806,7.000000,31.000000,0.225806,0,5
22,00:07:32.231,High,B180T LG,0.555000s,11,5,0.454545,5.000000,11.000000,0.454545,0,5
23,00:07:33.237,High,B180T LG,0.667000s,13,5,0.384615,5.000000,13.000000,0.384615,0,5
24,00:07:34.406,Mid,B180T LG,0.835000s,16,5,0.312500,5.000000,16.000000,0.312500,0,5
25,00:07:35.298,High,B180T LG,0.562000s,11,3,0.272727,3.000000,11.000000,0.272727,0,5
