Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,19:59:22.099,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,19:59:23.091,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,19:59:23.880,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,19:59:24.676,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
5,19:59:27.886,High,b180 pistol,1.701000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
6,19:59:29.407,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
7,19:59:30.722,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
8,19:59:31.205,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,19:59:32.332,Mid,b180 pistol,0.543000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
10,19:59:33.706,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,19:59:34.952,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
12,19:59:36.290,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
13,19:59:37.564,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
14,19:59:37.979,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,19:59:39.176,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
16,19:59:39.936,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
17,19:59:41.998,Low,b180 pistol,1.416000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
18,19:59:43.013,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,19:59:43.583,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
20,19:59:44.423,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
21,19:59:47.879,Mid,b180 pistol,2.765000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
22,19:59:49.294,Low,b180 pistol,0.393000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
23,19:59:50.088,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
24,19:59:50.558,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
25,19:59:51.299,High,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
26,19:59:52.080,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
27,19:59:52.652,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
28,19:59:53.131,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
29,19:59:54.921,Low,b180 pistol,1.369000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
30,19:59:56.172,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
31,19:59:56.778,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
32,19:59:58.406,Mid,b180 pistol,0.354000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
33,19:59:59.026,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
34,19:59:59.936,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
35,20:00:00.465,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
36,20:00:03.169,Low,b180 pistol,2.119000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
37,20:00:11.834,Mid,b180 pistol,7.535000s,7,1,0.142857,50.000000,875.000000,0.057143,0,0
38,20:00:14.388,Mid,b180 pistol,1.883000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
39,20:00:17.241,Mid,b180 pistol,2.217000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
b180 pistol,68,39,1950.0,8500.0,

Kills:,39
Deaths:,0
Fight Time:,22.299
Time Remaining:,0.0
Avg TTK:,1.8648
Damage Done:,1950.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,39
Miss Count:,29
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,6
Distance Traveled:,0.0
MBS Points:,0.0
Score:,390.0
Scenario:,VT Bounceshot Intermediate
Hash:,8a238e56c5372398b70c77ed3a133d01
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,19:59:20.737
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,277.253571
Resolution Scale:,100.0
