Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,18:49:41.927,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,18:49:42.333,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,18:49:43.183,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,18:49:44.298,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
5,18:49:45.062,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
6,18:49:49.801,High,b180 pistol,3.654000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
7,18:49:50.861,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
8,18:49:51.565,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,18:49:52.573,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
10,18:49:54.394,Low,b180 pistol,1.200000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
11,18:49:55.134,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
12,18:49:55.934,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
13,18:49:59.189,Low,b180 pistol,2.133000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
14,18:50:00.279,Mid,b180 pistol,0.272000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
15,18:50:01.882,Mid,b180 pistol,1.225000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
16,18:50:03.268,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
17,18:50:03.678,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
18,18:50:04.861,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,18:50:05.266,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
20,18:50:05.931,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
21,18:50:07.216,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,18:50:07.845,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
23,18:50:09.278,Mid,b180 pistol,0.543000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
24,18:50:10.307,Mid,b180 pistol,0.358000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
25,18:50:11.588,High,b180 pistol,1.137000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
26,18:50:13.967,Low,b180 pistol,1.858000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
27,18:50:16.894,Mid,b180 pistol,1.684000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
28,18:50:19.078,Mid,b180 pistol,1.331000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
29,18:50:20.882,Low,b180 pistol,0.845000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
30,18:50:21.914,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
31,18:50:23.756,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
32,18:50:24.696,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
33,18:50:25.862,Low,b180 pistol,0.513000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
34,18:50:26.893,Mid,b180 pistol,0.582000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
35,18:50:27.805,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
36,18:50:29.118,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
37,18:50:30.092,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
38,18:50:30.771,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
39,18:50:31.921,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
40,18:50:32.672,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
41,18:50:33.252,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
42,18:50:34.032,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
43,18:50:34.848,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
