Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,17:17:41.148,Mid,B180T LG,0.530000s,10,7,0.700000,7.000000,10.000000,0.700000,0,5
2,17:17:42.208,Low,B180T LG,0.528000s,10,9,0.900000,9.000000,10.000000,0.900000,0,5
3,17:17:43.095,Low,B180T LG,0.535000s,10,5,0.500000,5.000000,10.000000,0.500000,0,5
4,17:17:43.982,High,B180T LG,0.530000s,10,6,0.600000,6.000000,10.000000,0.600000,0,5
5,17:17:44.991,Mid,B180T LG,0.654000s,12,7,0.583333,7.000000,12.000000,0.583333,0,5
6,17:17:48.892,High,B180T LG,3.551000s,61,27,0.442623,27.000000,61.000000,0.442623,0,5
7,17:17:49.545,Mid,B180T LG,0.298000s,6,5,0.833333,5.000000,6.000000,0.833333,0,5
8,17:17:50.138,Mid,B180T LG,0.240000s,5,5,1.000000,5.000000,5.000000,1.000000,0,5
9,17:17:51.614,Mid,B180T LG,1.122000s,20,9,0.450000,9.000000,20.000000,0.450000,0,5
10,17:17:52.384,Mid,B180T LG,0.415000s,8,5,0.625000,5.000000,8.000000,0.625000,0,5
11,17:17:55.046,Low,B180T LG,2.309000s,40,20,0.500000,20.000000,40.000000,0.500000,0,5
12,17:17:56.524,Low,B180T LG,1.126000s,20,8,0.400000,8.000000,20.000000,0.400000,0,5
13,17:17:57.176,High,B180T LG,0.295000s,6,5,0.833333,5.000000,6.000000,0.833333,0,5
14,17:17:59.721,Mid,B180T LG,2.191000s,38,15,0.394737,15.000000,38.000000,0.394737,0,5
15,17:18:00.546,Mid,B180T LG,0.474000s,9,5,0.555556,5.000000,9.000000,0.555556,0,5
16,17:18:03.211,Mid,B180T LG,2.308000s,40,14,0.350000,14.000000,40.000000,0.350000,0,5
17,17:18:04.276,High,B180T LG,0.707000s,13,5,0.384615,5.000000,13.000000,0.384615,0,5
18,17:18:05.015,Low,B180T LG,0.476000s,9,5,0.555556,5.000000,9.000000,0.555556,0,3
19,17:18:09.720,High,B180T LG,4.380000s,75,24,0.320000,24.000000,75.000000,0.320000,0,5
20,17:18:10.665,Mid,B180T LG,0.591000s,11,6,0.545455,6.000000,11.000000,0.545455,0,5
21,17:18:12.678,High,B180T LG,1.656000s,29,10,0.344828,10.000000,29.000000,0.344828,0,5
22,17:18:13.445,Mid,B180T LG,0.417000s,8,5,0.625000,5.000000,8.000000,0.625000,0,5
23,17:18:14.869,High,B180T LG,1.066000s,19,9,0.473684,9.000000,19.000000,0.473684,0,5
24,17:18:15.749,Mid,B180T LG,0.529000s,10,5,0.500000,5.000000,10.000000,0.500000,0,5
25,17:18:17.353,Low,B180T LG,1.245000s,22,6,0.272727,6.000000,22.000000,0.272727,0,5
26,17:18:18.946,Mid,B180T LG,1.240000s,22,7,0.318182,7.000000,22.000000,0.318182,0,5
27,17:18:19.721,Low,B180T LG,0.417000s,8,5,0.625000,5.000000,8.000000,0.625000,0,5
28,17:18:20.371,Mid,B180T LG,0.298000s,6,5,0.833333,5.000000,6.000000,0.833333,0,5
29,17:18:21.140,Mid,B180T LG,0.412000s,8,5,0.625000,5.000000,8.000000,0.625000,0,5
30,17:18:22.320,High,B180T LG,0.827000s,15,5,0.333333,5.000000,15.000000,0.333333,0,5
31,17:18:24.036,Low,B180T LG,1.361000s,24,8,0.333333,8.000000,24.000000,0.333333,0,5
32,17:18:25.014,Mid,B180T LG,0.649000s,12,5,0.416667,5.000000,12.000000,0.416667,0,4
33,17:18:25.696,Low,B180T LG,0.355000s,7,6,0.857143,6.000000,7.000000,0.857143,0,5
34,17:18:26.813,High,B180T LG,0.766000s,14,6,0.428571,6.000000,14.000000,0.428571,0,5
35,17:18:32.200,Mid,B180T LG,5.028000s,86,22,0.255814,22.000000,86.000000,0.255814,0,5
36,17:18:35.100,Mid,B180T LG,2.546000s,44,12,0.272727,12.000000,44.000000,0.272727,0,5
37,17:18:37.084,Low,B180T LG,1.775000s,31,13,0.419355,13.000000,31.000000,0.419355,0,2
38,17:18:37.940,Mid,B180T LG,0.532000s,10,10,1.000000,10.000000,10.000000,1.000000,0,5
39,17:18:39.358,Mid,B180T LG,1.065000s,19,8,0.421053,8.000000,19.000000,0.421053,0,5

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
B180T LG,810,345,345.0,810.0,

Kills:,39
Deaths:,0
Fight Time:,45.444
Time Remaining:,0.0
Avg TTK:,1.976604
Damage Done:,345.0
Total Overshots:,189
Damage Taken:,0.0
Hit Count:,345
Miss Count:,465
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,390.0
Scenario:,VT bounceTS Novice Regen
Hash:,cf936d4399f5912bc554980f89c6bb6f
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,17:17:39.562
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,309.432434
Resolution Scale:,100.0
