Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,22:55:46.026,Low,b180 pistol,1.268000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
2,22:55:47.586,High,b180 pistol,1.232000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
3,22:55:48.623,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,22:55:49.838,Mid,b180 pistol,0.731000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
5,22:55:51.146,Mid,b180 pistol,0.317000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
6,22:55:52.103,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
7,22:55:54.066,High,b180 pistol,1.510000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
8,22:55:56.431,Mid,b180 pistol,1.337000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
9,22:55:57.348,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
10,22:55:58.928,Low,b180 pistol,1.129000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
11,22:56:00.302,High,b180 pistol,0.414000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
12,22:56:01.544,Low,b180 pistol,0.385000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
13,22:56:06.746,Mid,b180 pistol,4.154000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
14,22:56:07.873,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,22:56:09.333,High,b180 pistol,1.037000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
16,22:56:10.537,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
17,22:56:11.096,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
18,22:56:12.434,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,22:56:14.094,Mid,b180 pistol,1.339000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
20,22:56:15.110,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
21,22:56:15.559,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,22:56:17.672,Mid,b180 pistol,1.062000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
23,22:56:18.994,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
24,22:56:20.322,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
25,22:56:21.276,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
26,22:56:23.053,Mid,b180 pistol,1.056000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
27,22:56:24.960,Mid,b180 pistol,1.336000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
28,22:56:25.349,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
29,22:56:28.290,Low,b180 pistol,1.993000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
30,22:56:29.943,Low,b180 pistol,1.035000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
31,22:56:31.259,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
32,22:56:32.206,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
33,22:56:33.604,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
34,22:56:34.913,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
35,22:56:36.167,Mid,b180 pistol,0.767000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
36,22:56:36.786,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
37,22:56:40.098,Mid,b180 pistol,2.490000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
38,22:56:41.660,High,b180 pistol,1.064000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
39,22:56:43.117,Mid,b180 pistol,1.047000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
b180 pistol,70,39,1950.0,8750.0,

Kills:,39
Deaths:,0
Fight Time:,26.702999
Time Remaining:,0.0
Avg TTK:,1.809943
Damage Done:,1950.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,39
Miss Count:,31
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,2
Distance Traveled:,0.0
MBS Points:,0.0
Score:,39.0
Scenario:,B180 Voltaic Intermediate Barriers
Hash:,c81d7fc5d661e76cc15847c2a06aac53
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,22:55:43.490
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,Kosei.png
Crosshair Scale:,0.8
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,243.084854
Resolution Scale:,100.0
