Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,20:03:04.380,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,20:03:04.793,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,20:03:05.851,Mid,b180 pistol,0.454000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
4,20:03:07.977,High,b180 pistol,1.480000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
5,20:03:08.887,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
6,20:03:09.442,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
7,20:03:11.283,High,b180 pistol,0.605000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
8,20:03:12.061,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,20:03:12.491,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
10,20:03:15.511,Low,b180 pistol,2.186000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
11,20:03:16.835,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
12,20:03:19.510,High,b180 pistol,1.784000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
13,20:03:21.038,Mid,b180 pistol,1.003000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
14,20:03:22.055,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,20:03:22.590,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
16,20:03:23.011,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
17,20:03:23.806,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
18,20:03:25.107,Mid,b180 pistol,0.780000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
19,20:03:29.762,Low,b180 pistol,3.744000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
20,20:03:30.429,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
21,20:03:32.196,Mid,b180 pistol,0.988000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
22,20:03:33.474,Mid,b180 pistol,0.276000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
23,20:03:34.644,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
24,20:03:35.522,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
25,20:03:35.995,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
26,20:03:37.236,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
27,20:03:39.368,High,b180 pistol,1.610000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
28,20:03:41.229,Mid,b180 pistol,0.959000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
29,20:03:42.834,Mid,b180 pistol,1.126000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
30,20:03:44.836,Mid,b180 pistol,0.894000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
31,20:03:46.001,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
32,20:03:47.677,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
33,20:03:48.105,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
34,20:03:49.269,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
35,20:03:49.782,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
36,20:03:50.576,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
37,20:03:51.816,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
38,20:03:53.385,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
39,20:03:54.825,Mid,b180 pistol,0.362000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
40,20:03:56.143,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
41,20:04:00.195,Mid,b180 pistol,3.582000s,6,1,0.166667,50.000000,750.000000,0.066667,0,0
42,20:04:01.359,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
43,20:04:02.519,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
44,20:04:03.069,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
b180 pistol,71,44,2200.0,8875.0,

Kills:,44
Deaths:,0
Fight Time:,21.837
Time Remaining:,0.0
Avg TTK:,1.652891
Damage Done:,2200.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,44
Miss Count:,27
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,3
Distance Traveled:,0.0
MBS Points:,0.0
Score:,440.0
Scenario:,VT Bounceshot Intermediate
Hash:,8a238e56c5372398b70c77ed3a133d01
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,20:03:03.092
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,269.368439
Resolution Scale:,100.0
