Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
45,20:05:06.564,Low,b180 pistol,1.883000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
46,20:05:07.596,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
b180 pistol,71,46,2300.0,8875.0,

Kills:,46
Deaths:,0
Fight Time:,17.412001
Time Remaining:,0.0
Avg TTK:,1.581026
Damage Done:,2300.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,46
Miss Count:,25
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,2
Distance Traveled:,0.0
MBS Points:,0.0
Score:,460.0
Scenario:,VT Bounceshot Intermediate
Hash:,8a238e56c5372398b70c77ed3a133d01
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,20:04:08.860
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,273.465942
Resolution Scale:,100.0
