Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,20:04:10.144,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,20:04:11.594,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,20:04:11.950,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,20:04:13.284,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
5,20:04:14.461,High,b180 pistol,0.298000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
6,20:04:15.850,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
7,20:04:17.805,Mid,b180 pistol,1.049000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
8,20:04:18.758,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,20:04:21.999,Mid,b180 pistol,2.111000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
10,20:04:23.203,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,20:04:24.663,High,b180 pistol,0.368000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
12,20:04:25.657,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
13,20:04:27.281,Mid,b180 pistol,0.966000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
14,20:04:28.336,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,20:04:28.782,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
16,20:04:29.617,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
17,20:04:30.862,High,b180 pistol,0.356000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
18,20:04:31.988,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,20:04:33.003,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
20,20:04:34.081,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
21,20:04:34.580,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,20:04:35.630,High,b180 pistol,0.652000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
23,20:04:38.541,Low,b180 pistol,1.867000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
24,20:04:39.611,Mid,b180 pistol,0.706000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
25,20:04:40.431,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
26,20:04:41.634,High,b180 pistol,0.621000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
27,20:04:43.250,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
28,20:04:44.213,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
29,20:04:44.677,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
30,20:04:45.617,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
31,20:04:46.762,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
32,20:04:47.380,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
33,20:04:49.091,Mid,b180 pistol,1.166000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
34,20:04:50.289,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
35,20:04:50.935,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
36,20:04:51.848,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
37,20:04:54.227,Mid,b180 pistol,1.316000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
38,20:04:55.172,High,b180 pistol,0.573000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
39,20:04:55.805,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
40,20:04:56.928,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
41,20:05:00.447,Mid,b180 pistol,2.344000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
42,20:05:01.268,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
43,20:05:02.014,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
44,20:05:04.038,Mid,b180 pistol,1.133000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
