Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,00:10:03.722,air1_mixed_short_dash,LG,38.638000s,3866,1200,0.310398,1200.000000,3866.000000,0.310398,0,25
2,00:10:35.202,air_close_short,LG,31.223001s,3123,1200,0.384246,1200.000000,3123.000000,0.384246,0,25
3,00:11:11.532,air1_far_short,LG,36.070004s,3608,1200,0.332594,1200.000000,3608.000000,0.332594,0,25
4,00:11:53.073,air1F_close_short,LG,41.284000s,4101,1200,0.292612,1200.000000,4101.000000,0.292612,0,25
5,00:12:38.124,air1F_far_short,LG,45.042004s,4505,1200,0.266371,1200.000000,4505.000000,0.266371,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,19203,6000,6000.0,19203.0,

Kills:,5
Deaths:,0
Fight Time:,192.257004
Time Remaining:,0.0
Avg TTK:,38.660519
Damage Done:,6000.0
Total Overshots:,100
Damage Taken:,0.0
Hit Count:,6000
Miss Count:,13203
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,806.700256
Scenario:,Ground Plaza Voltaic Easy
Hash:,37f76fdaf6386692f35e76a90b4a5121
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,00:09:24.825
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,219.709824
Resolution Scale:,100.0
