Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,18:43:12.051,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,18:43:13.121,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,18:43:15.001,Mid,b180 pistol,1.489000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
4,18:43:17.074,Low,b180 pistol,1.411000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
5,18:43:18.202,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
6,18:43:20.054,High,b180 pistol,1.458000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
7,18:43:21.304,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
8,18:43:22.794,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,18:43:23.080,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
10,18:43:24.371,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,18:43:26.094,High,b180 pistol,1.256000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
12,18:43:27.191,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
13,18:43:28.266,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
14,18:43:29.602,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,18:43:30.841,Mid,b180 pistol,0.273000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
16,18:43:31.983,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
17,18:43:33.301,Low,b180 pistol,0.823000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
18,18:43:34.157,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,18:43:37.586,Mid,b180 pistol,2.676000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
20,18:43:38.143,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
21,18:43:38.900,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,18:43:40.489,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
23,18:43:43.006,Mid,b180 pistol,1.989000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
24,18:43:44.702,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
25,18:43:46.523,High,b180 pistol,0.622000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
26,18:43:51.670,Mid,b180 pistol,4.199000s,5,1,0.200000,50.000000,625.000000,0.080000,0,0
27,18:43:52.443,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
28,18:43:55.488,Low,b180 pistol,1.808000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
29,18:43:56.895,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
30,18:43:59.368,High,b180 pistol,1.863000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
31,18:44:00.589,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
32,18:44:02.402,Low,b180 pistol,1.309000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
33,18:44:03.076,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
34,18:44:03.703,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
35,18:44:04.482,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
36,18:44:06.243,Mid,b180 pistol,1.122000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
37,18:44:07.248,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
38,18:44:08.172,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
39,18:44:09.458,High,b180 pistol,0.289000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
40,18:44:10.122,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
b180 pistol,65,40,2000.0,8125.0,

Kills:,40
Deaths:,0
Fight Time:,22.589001
Time Remaining:,0.0
Avg TTK:,1.81818
Damage Done:,2000.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,40
Miss Count:,25
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,2
Distance Traveled:,0.0
MBS Points:,0.0
Score:,400.0
Scenario:,VT Bounceshot Intermediate
Hash:,8a238e56c5372398b70c77ed3a133d01
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,18:43:10.802
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,266.875946
Resolution Scale:,100.0
