Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,20:38:12.019,air1_mixed_short_dash,LG,52.166004s,5218,1200,0.229973,1200.000000,5218.000000,0.229973,0,25
2,20:39:05.731,air_close_short,LG,53.452003s,5201,1200,0.230725,1200.000000,5201.000000,0.230725,0,25
3,20:39:57.421,air1_far_short,LG,51.429001s,5001,1200,0.239952,1200.000000,5001.000000,0.239952,0,25
4,20:41:11.123,air1F_close_short,LG,73.443001s,7191,1200,0.166875,1200.000000,7191.000000,0.166875,0,25
5,20:42:10.876,air1F_far_short,LG,59.741001s,5845,1200,0.205304,1200.000000,5845.000000,0.205304,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,28456,6000,6000.0,28456.0,

Kills:,5
Deaths:,0
Fight Time:,290.230988
Time Remaining:,0.0
Avg TTK:,58.321716
Damage Done:,6000.0
Total Overshots:,100
Damage Taken:,0.0
Hit Count:,6000
Miss Count:,22456
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,708.36438
Scenario:,Ground Plaza Voltaic Easy
Hash:,37f76fdaf6386692f35e76a90b4a5121
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,20:37:19.243
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,238.286758
Resolution Scale:,100.0
