Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,18:51:33.734,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,18:51:34.239,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,18:51:37.039,Mid,b180 pistol,1.445000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
4,18:51:37.693,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
5,18:51:38.431,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
6,18:51:40.025,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
7,18:51:40.590,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
8,18:51:41.324,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,18:51:42.127,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
10,18:51:42.835,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,18:51:43.505,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
12,18:51:46.643,Low,b180 pistol,1.569000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
13,18:51:47.715,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
14,18:51:48.201,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,18:51:48.802,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
16,18:51:50.654,Mid,b180 pistol,0.584000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
17,18:51:51.573,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
18,18:51:52.194,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,18:51:52.892,Mid,b180 pistol,0.581000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
20,18:51:53.450,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
21,18:51:57.908,Mid,b180 pistol,3.574000s,6,1,0.166667,50.000000,750.000000,0.066667,0,0
22,18:52:00.515,Low,b180 pistol,1.942000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
23,18:52:01.327,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
24,18:52:01.889,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
25,18:52:03.283,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
26,18:52:04.450,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
27,18:52:05.606,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
28,18:52:09.085,Mid,b180 pistol,1.720000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
29,18:52:10.406,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
30,18:52:15.225,Low,b180 pistol,3.715000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
31,18:52:16.444,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
32,18:52:21.146,High,b180 pistol,4.086000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
33,18:52:22.058,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
34,18:52:22.944,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
35,18:52:23.826,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
36,18:52:24.514,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
37,18:52:25.185,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
38,18:52:25.849,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
39,18:52:26.909,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
40,18:52:28.130,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
41,18:52:29.288,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
42,18:52:29.670,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
43,18:52:30.677,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
b180 pistol,63,43,2150.0,7875.0,

Kills:,43
Deaths:,0
Fight Time:,19.219
Time Remaining:,0.0
