Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,01:42:43.614,Mid,b180 pistol,0.410000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
2,01:42:45.822,Low,b180 pistol,1.202000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
3,01:42:47.365,Mid,b180 pistol,1.003000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
4,01:42:48.885,High,b180 pistol,1.058000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
5,01:42:52.344,Low,b180 pistol,2.976000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
6,01:42:53.866,Mid,b180 pistol,0.832000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
7,01:42:55.031,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
8,01:42:56.115,High,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,01:42:56.756,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
10,01:42:57.295,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,01:43:01.140,Low,b180 pistol,2.934000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
12,01:43:03.350,Mid,b180 pistol,1.182000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
13,01:43:05.075,Low,b180 pistol,1.232000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
14,01:43:06.245,Mid,b180 pistol,0.394000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
15,01:43:07.157,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
16,01:43:09.031,High,b180 pistol,0.386000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
17,01:43:09.694,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
18,01:43:10.409,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,01:43:10.971,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
20,01:43:12.644,Mid,b180 pistol,0.704000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
21,01:43:14.380,Mid,b180 pistol,1.231000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
22,01:43:17.892,Low,b180 pistol,2.596000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
23,01:43:18.451,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
24,01:43:19.636,Mid,b180 pistol,0.561000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
25,01:43:24.031,Mid,b180 pistol,3.729000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
26,01:43:25.392,High,b180 pistol,0.750000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
27,01:43:28.096,High,b180 pistol,1.659000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
28,01:43:29.366,Mid,b180 pistol,0.355000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
29,01:43:30.196,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
30,01:43:31.439,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
31,01:43:31.965,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
32,01:43:32.551,High,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
33,01:43:33.140,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
34,01:43:34.267,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
35,01:43:35.614,Mid,b180 pistol,0.639000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
36,01:43:36.591,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
37,01:43:37.835,Mid,b180 pistol,0.323000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
38,01:43:39.803,Low,b180 pistol,0.922000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
39,01:43:40.759,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
40,01:43:41.737,Low,b180 pistol,0.419000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
b180 pistol,76,40,2000.0,9500.0,

Kills:,40
Deaths:,0
Fight Time:,27.5
Time Remaining:,0.0
Avg TTK:,1.764694
Damage Done:,2000.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,40
Miss Count:,36
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,4
Distance Traveled:,0.0
MBS Points:,0.0
Score:,40.0
Scenario:,B180 Voltaic Easy
Hash:,db473df7a6afe5911bcd4eaabe1996c6
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,01:42:42.284
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,224.284378
Resolution Scale:,100.0
