Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,19:18:03.293,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,19:18:03.784,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,19:18:04.453,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,19:18:05.073,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
5,19:18:05.420,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
6,19:18:06.661,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
7,19:18:08.123,High,b180 pistol,0.794000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
8,19:18:08.945,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,19:18:09.429,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
10,19:18:10.418,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,19:18:11.095,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
12,19:18:13.751,Mid,b180 pistol,1.816000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
13,19:18:16.751,Low,b180 pistol,2.513000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
14,19:18:17.839,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,19:18:22.638,High,b180 pistol,3.224000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
16,19:18:24.817,Mid,b180 pistol,1.122000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
17,19:18:25.644,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
18,19:18:26.923,Low,b180 pistol,0.618000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
19,19:18:28.642,High,b180 pistol,0.732000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
20,19:18:29.244,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
21,19:18:30.725,Low,b180 pistol,0.691000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
22,19:18:31.449,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
23,19:18:33.146,Mid,b180 pistol,1.024000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
24,19:18:34.049,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
25,19:18:35.202,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
26,19:18:36.500,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
27,19:18:36.939,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
28,19:18:39.279,Mid,b180 pistol,1.657000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
29,19:18:41.078,High,b180 pistol,1.193000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
30,19:18:43.899,Low,b180 pistol,1.702000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
31,19:18:44.640,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
32,19:18:47.144,Mid,b180 pistol,1.573000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
33,19:18:51.904,Low,b180 pistol,4.201000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
34,19:18:53.487,Mid,b180 pistol,1.218000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
35,19:18:54.654,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
36,19:18:56.208,High,b180 pistol,0.429000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
37,19:18:57.445,Mid,b180 pistol,0.572000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
38,19:18:58.027,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
39,19:18:59.995,Low,b180 pistol,1.188000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
40,19:19:00.480,High,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
41,19:19:01.254,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
42,19:19:02.020,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
b180 pistol,70,42,2100.0,8750.0,

Kills:,42
Deaths:,0
Fight Time:,26.27
Time Remaining:,0.0
Avg TTK:,1.7316
Damage Done:,2100.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,42
Miss Count:,28
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,4
Distance Traveled:,0.0
MBS Points:,0.0
Score:,420.0
Scenario:,VT Bounceshot Intermediate
Hash:,8a238e56c5372398b70c77ed3a133d01
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,19:18:02.300
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,244.636246
Resolution Scale:,100.0
