Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,18:55:57.252,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,18:55:57.630,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,18:55:58.339,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,18:56:00.199,Mid,b180 pistol,1.318000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
5,18:56:01.448,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
6,18:56:03.284,High,b180 pistol,1.188000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
7,18:56:04.532,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
8,18:56:06.287,Low,b180 pistol,1.127000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
9,18:56:07.500,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
10,18:56:08.261,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,18:56:08.951,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
12,18:56:10.147,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
13,18:56:11.959,Mid,b180 pistol,1.362000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
14,18:56:12.858,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,18:56:14.698,High,b180 pistol,1.141000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
16,18:56:15.394,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
17,18:56:18.735,Mid,b180 pistol,2.155000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
18,18:56:19.439,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,18:56:21.224,Mid,b180 pistol,0.683000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
20,18:56:22.775,High,b180 pistol,0.736000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
21,18:56:23.741,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,18:56:24.195,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
23,18:56:26.435,Mid,b180 pistol,1.186000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
24,18:56:27.119,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
25,18:56:29.795,Mid,b180 pistol,1.539000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
