Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,23:02:20.389,Mid,b180 pistol,1.375000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
2,23:02:21.573,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,23:02:22.044,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,23:02:23.549,High,b180 pistol,0.657000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
5,23:02:25.778,High,b180 pistol,1.571000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
6,23:02:27.098,Mid,b180 pistol,0.825000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
7,23:02:27.541,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
8,23:02:28.216,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,23:02:31.566,Low,b180 pistol,2.341000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
10,23:02:32.738,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,23:02:33.090,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
12,23:02:33.786,High,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
13,23:02:34.409,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
14,23:02:36.247,Mid,b180 pistol,1.200000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
15,23:02:36.982,High,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
16,23:02:37.342,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
17,23:02:38.240,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
18,23:02:38.691,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,23:02:42.009,Mid,b180 pistol,2.660000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
20,23:02:43.279,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
21,23:02:43.924,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,23:02:45.199,Low,b180 pistol,0.576000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
23,23:02:47.354,Mid,b180 pistol,1.341000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
