Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,11:58:24.155,air1_far_long,Track Master 100,17.074001s,1709,1000,0.585137,1000.000000,1709.000000,0.585137,0,25
2,11:59:00.456,air1_far_short,Track Master 100,36.039001s,3493,1000,0.286287,1000.000000,3493.000000,0.286287,0,25
3,11:59:41.882,air1F_close_long,Track Master 100,41.167004s,4020,1000,0.248756,1000.000000,4020.000000,0.248756,0,25
4,12:00:26.649,air1F_close_short 7,Track Master 100,44.509003s,4331,1000,0.230894,1000.000000,4331.000000,0.230894,0,25
5,12:00:56.910,air1F_far_long,Track Master 100,30.001001s,2912,1000,0.343407,1000.000000,2912.000000,0.343407,0,25
6,12:01:27.703,air_close_short,Track Master 100,30.534002s,2992,1000,0.334225,1000.000000,2992.000000,0.334225,0,25
7,12:02:22.780,air1F_far_short,Track Master 100,55.070004s,5439,1000,0.183857,1000.000000,5439.000000,0.183857,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Track Master 100,24896,7000,7000.0,24896.0,

Kills:,7
Deaths:,0
Fight Time:,254.393997
Time Remaining:,0.0
Avg TTK:,36.600918
Damage Done:,7000.0
Total Overshots:,150
Damage Taken:,0.0
Hit Count:,7000
Miss Count:,17896
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.000002
MBS Points:,0.0
Score:,743.735168
Scenario:,Air Voltaic Easy
Hash:,95b1afb8273c129c99c75cce6a2ca5a7
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,11:58:06.512
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,161.739746
Resolution Scale:,100.0
