Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,01:52:03.043,air1_mixed_short_dash,LG,11.988001s,1081,565,0.522664,5.650034,10.810152,0.522660,0,25
2,01:52:17.380,air_close_short,LG,14.043000s,1265,650,0.513834,6.500054,12.650194,0.513830,0,25
3,01:52:31.716,air1_far_short,LG,14.047001s,1265,580,0.458498,5.800038,12.650194,0.458494,0,25
4,01:52:46.052,air1F_close_short,LG,14.052001s,1265,533,0.421344,5.330027,12.650194,0.421340,0,26
5,01:53:00.112,air1F_far_short,LG,14.043000s,1265,619,0.489328,6.190047,12.650194,0.489324,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,6141,2947,29.470579,61.405701,

Kills:,5
Deaths:,0
Fight Time:,68.172997
Time Remaining:,0.0
Avg TTK:,15.407396
Damage Done:,29.470579
Total Overshots:,101
Damage Taken:,0.0
Hit Count:,2947
Miss Count:,3194
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,2947.057861
Scenario:,VT Plaza Novice
Hash:,7faa0eaac5d5654c3105b0ff5b6c083c
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,01:51:50.768
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,242.538071
Resolution Scale:,100.0
