Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,15:06:22.587,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,15:06:23.177,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,15:06:23.789,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,15:06:27.892,Mid,b180 pistol,3.499000s,5,1,0.200000,50.000000,625.000000,0.080000,0,0
5,15:06:28.448,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
6,15:06:29.150,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
7,15:06:30.320,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
8,15:06:31.366,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,15:06:32.880,Low,b180 pistol,0.498000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
10,15:06:33.515,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,15:06:34.626,High,b180 pistol,0.360000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
12,15:06:35.285,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
13,15:06:37.982,Mid,b180 pistol,2.209000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
14,15:06:39.138,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,15:06:40.355,Mid,b180 pistol,0.278000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
16,15:06:41.459,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
17,15:06:42.876,Mid,b180 pistol,0.781000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
18,15:06:44.132,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,15:06:46.812,Mid,b180 pistol,2.077000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
20,15:06:48.673,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
21,15:06:49.607,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,15:06:50.247,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
23,15:06:52.231,Mid,b180 pistol,1.107000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
24,15:06:53.139,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
25,15:06:54.960,Low,b180 pistol,1.161000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
26,15:06:56.598,Low,b180 pistol,0.757000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
27,15:06:59.581,Low,b180 pistol,1.622000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
28,15:07:00.552,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
29,15:07:01.795,High,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
30,15:07:03.838,Mid,b180 pistol,1.610000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
31,15:07:05.173,High,b180 pistol,0.722000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
32,15:07:09.561,Mid,b180 pistol,3.543000s,5,1,0.200000,50.000000,625.000000,0.080000,0,0
33,15:07:12.309,Mid,b180 pistol,2.056000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
34,15:07:12.752,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
35,15:07:14.358,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
36,15:07:16.459,Mid,b180 pistol,0.724000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
37,15:07:17.403,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
38,15:07:18.380,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
39,15:07:18.891,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
40,15:07:19.739,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
41,15:07:20.622,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
42,15:07:21.175,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
b180 pistol,71,42,2100.0,8875.0,

Kills:,42
Deaths:,0
Fight Time:,23.004999
Time Remaining:,0.0
Avg TTK:,1.7316
Damage Done:,2100.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,42
Miss Count:,29
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,4
Distance Traveled:,0.0
MBS Points:,0.0
Score:,420.0
Scenario:,VT Bounceshot Intermediate
Hash:,8a238e56c5372398b70c77ed3a133d01
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,15:06:21.406
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,Kosei.png
Crosshair Scale:,0.8
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,251.475449
Resolution Scale:,100.0
