Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,15:18:25.450,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
2,15:18:26.547,TileFrenzyStrafing Cube,pistol,0.001000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
3,15:18:27.382,TileFrenzyStrafing Cube,pistol,0.001000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
4,15:18:28.283,TileFrenzyStrafing Cube,pistol,0.001000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
5,15:18:29.320,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
6,15:18:30.962,TileFrenzyStrafing Cube,pistol,0.813000s,3,1,0.333333,36.000000,216.000000,0.166667,0,0
7,15:18:32.069,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
8,15:18:33.425,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
9,15:18:34.542,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
10,15:18:34.909,TileFrenzyStrafing Cube,pistol,0.001000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
11,15:18:36.164,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
12,15:18:38.890,TileFrenzyStrafing Cube,pistol,1.548000s,4,1,0.250000,36.000000,288.000000,0.125000,0,0
13,15:18:39.874,TileFrenzyStrafing Cube,pistol,0.001000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
14,15:18:40.527,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
15,15:18:41.576,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
16,15:18:42.524,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
17,15:18:47.714,TileFrenzyStrafing Cube,pistol,4.321000s,6,1,0.166667,36.000000,432.000000,0.083333,0,0
18,15:18:49.242,TileFrenzyStrafing Cube,pistol,0.293000s,2,1,0.500000,36.000000,144.000000,0.250000,0,0
19,15:18:50.535,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
20,15:18:51.950,TileFrenzyStrafing Cube,pistol,0.416000s,2,1,0.500000,36.000000,144.000000,0.250000,0,0
21,15:18:56.737,TileFrenzyStrafing Cube,pistol,3.714000s,8,1,0.125000,36.000000,576.000000,0.062500,0,0
22,15:18:57.639,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
23,15:18:58.356,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
24,15:18:59.120,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
25,15:18:59.949,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
26,15:19:02.400,TileFrenzyStrafing Cube,pistol,1.556000s,4,1,0.250000,36.000000,288.000000,0.125000,0,0
27,15:19:06.033,TileFrenzyStrafing Cube,pistol,2.700000s,7,1,0.142857,36.000000,504.000000,0.071429,0,0
28,15:19:07.462,TileFrenzyStrafing Cube,pistol,0.727000s,3,1,0.333333,36.000000,216.000000,0.166667,0,0
29,15:19:08.631,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
30,15:19:10.073,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
31,15:19:12.081,TileFrenzyStrafing Cube,pistol,1.413000s,3,1,0.333333,36.000000,216.000000,0.166667,0,0
32,15:19:13.515,TileFrenzyStrafing Cube,pistol,0.367000s,2,1,0.500000,36.000000,144.000000,0.250000,0,0
33,15:19:14.742,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
34,15:19:15.648,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
35,15:19:16.607,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
36,15:19:19.709,TileFrenzyStrafing Cube,pistol,2.162000s,4,1,0.250000,36.000000,288.000000,0.125000,0,0
