Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,00:09:06.190,air1_far_short,Track Master 100,9.988001s,961,324,0.337149,3.239997,9.610125,0.337144,0,25
2,00:09:17.754,air1F_close_long,Track Master 100,11.292001s,1085,323,0.297696,3.229997,10.850153,0.297691,0,25
3,00:09:29.323,air1F_close_short 7,Track Master 100,11.299001s,1085,406,0.374194,4.059998,10.850153,0.374188,0,26
4,00:09:40.884,air_close_short,Track Master 100,11.290001s,1084,444,0.409594,4.440007,10.840153,0.409589,0,26
5,00:09:52.189,air1F_far_short,Track Master 100,11.289001s,1084,319,0.294280,3.189997,10.840153,0.294276,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,5299,1816,18.16032,52.987114,

Kills:,5
Deaths:,0
Fight Time:,55.158001
Time Remaining:,0.0
Avg TTK:,11.718751
Damage Done:,18.16032
Total Overshots:,102
Damage Taken:,0.0
Hit Count:,1816
Miss Count:,3483
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.000002
MBS Points:,0.0
Score:,1816.031982
Scenario:,VT Air Intermediate
Hash:,6c8a32e397f020abbfa5cc2b07879fab
Game Version:,3.6.0.2024-09-03-20-01-54-cb47c9aa95
Challenge Start:,00:08:55.933
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,Kosei.png
Crosshair Scale:,0.8
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,196.968781
Resolution Scale:,100.0
