Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,23:55:15.971,Thin very long strafe,Track Master 100,5.580000s,561,200,0.356506,200.000000,561.000000,0.356506,0,25
2,23:55:22.662,Thin very long strafe,Track Master 100,6.428000s,644,200,0.310559,200.000000,644.000000,0.310559,0,25
3,23:55:28.912,Thin very long strafe,Track Master 100,5.989000s,600,200,0.333333,200.000000,600.000000,0.333333,0,25
4,23:55:35.057,Thin very long strafe,Track Master 100,5.882000s,589,200,0.339559,200.000000,589.000000,0.339559,0,25
5,23:55:40.192,Thin very long strafe,Track Master 100,4.875000s,489,200,0.408998,200.000000,489.000000,0.408998,0,25
6,23:55:46.473,Thin very long strafe,Track Master 100,6.020000s,603,200,0.331675,200.000000,603.000000,0.331675,0,25
7,23:55:54.924,Thin very long strafe,Track Master 100,8.194000s,820,200,0.243902,200.000000,820.000000,0.243902,0,25
8,23:56:01.834,Thin very long strafe,Track Master 100,6.651000s,666,200,0.300300,200.000000,666.000000,0.300300,0,25

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Track Master 100,5801,1796,1796.0,5801.0,

Kills:,8
Deaths:,0
Fight Time:,49.618999
Time Remaining:,0.0
Avg TTK:,7.499957
Damage Done:,1796.0
Total Overshots:,200
Damage Taken:,0.0
Hit Count:,1796
Miss Count:,4005
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,1796.0
Scenario:,Thin Aiming Long slow
Hash:,1752e8053ba5d8143a4c0f33b2b03300
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,23:55:10.133
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,198.408875
Resolution Scale:,100.0
