Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,16:22:05.359,TileFrenzyStrafing Cube,pistol,0.001000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
2,16:22:06.981,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
3,16:22:09.941,TileFrenzyStrafing Cube,pistol,1.592000s,4,1,0.250000,36.000000,288.000000,0.125000,0,0
4,16:22:11.007,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
5,16:22:12.006,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
6,16:22:13.177,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
7,16:22:14.804,TileFrenzyStrafing Cube,pistol,0.454000s,2,1,0.500000,36.000000,144.000000,0.250000,0,0
8,16:22:16.692,TileFrenzyStrafing Cube,pistol,0.705000s,3,1,0.333333,36.000000,216.000000,0.166667,0,0
9,16:22:18.285,TileFrenzyStrafing Cube,pistol,0.509000s,2,1,0.500000,36.000000,144.000000,0.250000,0,0
10,16:22:19.138,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
11,16:22:20.270,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
12,16:22:21.268,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
13,16:22:24.497,TileFrenzyStrafing Cube,pistol,2.061000s,4,1,0.250000,36.000000,288.000000,0.125000,0,0
14,16:22:26.034,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
15,16:22:27.460,TileFrenzyStrafing Cube,pistol,0.357000s,2,1,0.500000,36.000000,144.000000,0.250000,0,0
16,16:22:28.640,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
17,16:22:30.552,TileFrenzyStrafing Cube,pistol,0.421000s,2,1,0.500000,36.000000,144.000000,0.250000,0,0
18,16:22:31.300,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
19,16:22:32.303,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
20,16:22:33.383,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
21,16:22:34.563,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
22,16:22:35.669,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
23,16:22:37.508,TileFrenzyStrafing Cube,pistol,0.405000s,2,1,0.500000,36.000000,144.000000,0.250000,0,0
24,16:22:38.605,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
25,16:22:40.178,TileFrenzyStrafing Cube,pistol,0.360000s,2,1,0.500000,36.000000,144.000000,0.250000,0,0
26,16:22:41.281,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
27,16:22:42.413,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
28,16:22:45.243,TileFrenzyStrafing Cube,pistol,1.494000s,3,1,0.333333,36.000000,216.000000,0.166667,0,0
29,16:22:47.709,TileFrenzyStrafing Cube,pistol,1.615000s,4,1,0.250000,36.000000,288.000000,0.125000,0,0
30,16:22:49.885,TileFrenzyStrafing Cube,pistol,0.781000s,3,1,0.333333,36.000000,216.000000,0.166667,0,0
31,16:22:50.962,TileFrenzyStrafing Cube,pistol,0.306000s,2,1,0.500000,36.000000,144.000000,0.250000,0,0
32,16:22:52.216,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
33,16:22:52.870,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
34,16:22:55.453,TileFrenzyStrafing Cube,pistol,1.838000s,4,1,0.250000,36.000000,288.000000,0.125000,0,0
35,16:22:56.772,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
36,16:22:57.726,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
37,16:22:58.233,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0
38,16:22:59.774,TileFrenzyStrafing Cube,pistol,0.372000s,2,1,0.500000,36.000000,144.000000,0.250000,0,0
39,16:23:01.016,TileFrenzyStrafing Cube,pistol,0.000000s,1,1,1.000000,36.000000,72.000000,0.500000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,67,39,1404.0,4824.0,

Kills:,39
Deaths:,0
Fight Time:,13.271
Time Remaining:,0.0
Avg TTK:,1.538453
Damage Done:,1404.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,39
Miss Count:,28
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,4
Distance Traveled:,0.0
MBS Points:,0.0
Score:,1404.0
Scenario:,Floating Heads Timing 400% FIXED
Hash:,cf60a0fe6d24f1560ae743000578bcec
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,16:22:02.587
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.3498
Horiz Sens:,0.35
Vert Sens:,0.35
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,212.158524
Resolution Scale:,100.0
