Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,22:56:49.552,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,22:56:49.820,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,22:56:52.132,Mid,b180 pistol,1.434000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
4,22:56:55.929,Low,b180 pistol,2.512000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
5,22:56:56.980,Low,b180 pistol,0.543000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
6,22:56:57.830,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
7,22:56:58.988,Low,b180 pistol,0.655000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
8,22:56:59.576,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,22:57:01.054,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
10,22:57:01.534,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
11,22:57:02.501,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
12,22:57:03.355,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
13,22:57:06.817,High,b180 pistol,2.929000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
14,22:57:08.376,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,22:57:09.538,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
16,22:57:10.607,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
17,22:57:12.251,Mid,b180 pistol,1.159000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
18,22:57:16.182,High,b180 pistol,0.293000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
19,22:57:17.340,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
20,22:57:22.716,Mid,b180 pistol,4.264000s,5,1,0.200000,50.000000,625.000000,0.080000,0,0
21,22:57:23.162,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,22:57:23.677,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
23,22:57:24.612,Mid,b180 pistol,0.287000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
24,22:57:26.705,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
25,22:57:27.393,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
26,22:57:28.703,Mid,b180 pistol,0.896000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
27,22:57:29.084,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
28,22:57:30.245,Mid,b180 pistol,0.669000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
29,22:57:30.867,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
30,22:57:31.552,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
31,22:57:32.135,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
32,22:57:33.302,Low,b180 pistol,0.781000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
33,22:57:34.266,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
34,22:57:35.559,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
35,22:57:40.669,Low,b180 pistol,4.463000s,6,1,0.166667,50.000000,750.000000,0.066667,0,0
36,22:57:41.345,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
37,22:57:41.994,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
38,22:57:43.282,High,b180 pistol,0.607000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
39,22:57:44.110,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
40,22:57:46.463,Mid,b180 pistol,1.907000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
b180 pistol,68,40,2000.0,8500.0,

Kills:,40
Deaths:,0
Fight Time:,23.400999
Time Remaining:,0.0
Avg TTK:,1.764694
Damage Done:,2000.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,40
Miss Count:,28
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,2
Distance Traveled:,0.0
MBS Points:,0.0
Score:,40.0
Scenario:,B180 Voltaic Intermediate Barriers
Hash:,c81d7fc5d661e76cc15847c2a06aac53
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,22:56:48.372
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,Kosei.png
Crosshair Scale:,0.8
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,243.039078
Resolution Scale:,100.0
