Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,22:19:20.465,air1_mixed_short_dash,LG,41.856003s,4187,1200,0.286601,1200.000000,4187.000000,0.286601,0,25
2,22:20:02.906,air_close_short,LG,42.177002s,4101,1200,0.292612,1200.000000,4101.000000,0.292612,0,25
3,22:20:46.364,air1_far_short,LG,43.199001s,4206,1200,0.285307,1200.000000,4206.000000,0.285307,0,25
4,22:21:52.992,air1F_close_short,LG,66.373001s,6505,1200,0.184473,1200.000000,6505.000000,0.184473,0,25
5,22:22:52.312,air1F_far_short,LG,59.311005s,5820,1200,0.206186,1200.000000,5820.000000,0.206186,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,24819,6000,6000.0,24819.0,

Kills:,5
Deaths:,0
Fight Time:,252.916
Time Remaining:,0.0
Avg TTK:,50.821262
Damage Done:,6000.0
Total Overshots:,100
Damage Taken:,0.0
Hit Count:,6000
Miss Count:,18819
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,745.849548
Scenario:,Ground Plaza Voltaic Easy
Hash:,37f76fdaf6386692f35e76a90b4a5121
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,22:18:38.163
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,213.775146
Resolution Scale:,100.0
