Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,18:14:33.967,Low,B180T LG,0.321000s,7,5,0.714286,5.000000,7.000000,0.714286,0,3
2,18:14:35.668,High,B180T LG,1.239000s,24,5,0.208333,5.000000,24.000000,0.208333,0,5
3,18:14:37.160,Mid,B180T LG,0.700000s,14,5,0.357143,5.000000,14.000000,0.357143,0,3
4,18:14:38.420,Mid,B180T LG,0.375000s,8,5,0.625000,5.000000,8.000000,0.625000,0,3
5,18:14:40.707,Mid,B180T LG,1.348000s,25,5,0.200000,5.000000,25.000000,0.200000,0,4
6,18:14:42.188,Mid,B180T LG,0.973000s,19,5,0.263158,5.000000,19.000000,0.263158,0,4
7,18:14:43.454,High,B180T LG,0.698000s,14,5,0.357143,5.000000,14.000000,0.357143,0,4
8,18:14:44.698,Low,B180T LG,0.484000s,10,5,0.500000,5.000000,10.000000,0.500000,0,4
9,18:14:45.668,High,B180T LG,0.266000s,6,5,0.833333,5.000000,6.000000,0.833333,0,4
10,18:14:47.326,Mid,B180T LG,1.080000s,21,5,0.238095,5.000000,21.000000,0.238095,0,5
11,18:14:48.317,Mid,B180T LG,0.266000s,6,5,0.833333,5.000000,6.000000,0.833333,0,4
12,18:14:49.365,Low,B180T LG,0.270000s,6,5,0.833333,5.000000,6.000000,0.833333,0,4
13,18:14:50.713,Low,B180T LG,0.755000s,15,5,0.333333,5.000000,15.000000,0.333333,0,4
14,18:14:51.886,Mid,B180T LG,0.321000s,7,5,0.714286,5.000000,7.000000,0.714286,0,4
15,18:14:53.128,Mid,B180T LG,0.321000s,7,5,0.714286,5.000000,7.000000,0.714286,0,3
16,18:14:54.791,High,B180T LG,0.806000s,16,5,0.312500,5.000000,16.000000,0.312500,0,3
17,18:14:56.192,Mid,B180T LG,0.701000s,14,5,0.357143,5.000000,14.000000,0.357143,0,1
18,18:14:57.228,Low,B180T LG,0.766000s,8,5,0.625000,5.000000,8.000000,0.625000,0,4
19,18:14:58.522,High,B180T LG,0.916000s,18,5,0.277778,5.000000,18.000000,0.277778,0,3
20,18:14:59.820,Mid,B180T LG,0.321000s,7,5,0.714286,5.000000,7.000000,0.714286,0,4
21,18:15:01.460,Mid,B180T LG,0.537000s,11,5,0.454545,5.000000,11.000000,0.454545,0,3
22,18:15:02.478,High,B180T LG,0.646000s,13,5,0.384615,5.000000,13.000000,0.384615,0,5
23,18:15:03.707,Low,B180T LG,0.537000s,11,5,0.454545,5.000000,11.000000,0.454545,0,4
24,18:15:05.075,Mid,B180T LG,0.971000s,19,5,0.263158,5.000000,19.000000,0.263158,0,4
25,18:15:06.666,Mid,B180T LG,0.753000s,15,5,0.333333,5.000000,15.000000,0.333333,0,4
26,18:15:07.870,Mid,B180T LG,0.482000s,10,5,0.500000,5.000000,10.000000,0.500000,0,2
27,18:15:09.104,High,B180T LG,0.701000s,14,5,0.357143,5.000000,14.000000,0.357143,0,4
28,18:15:10.090,Low,B180T LG,0.213000s,5,5,1.000000,5.000000,5.000000,1.000000,0,4
29,18:15:11.360,Mid,B180T LG,0.318000s,7,5,0.714286,5.000000,7.000000,0.714286,0,3
30,18:15:12.501,Low,B180T LG,0.647000s,13,5,0.384615,5.000000,13.000000,0.384615,0,3
31,18:15:13.377,Low,B180T LG,0.377000s,8,5,0.625000,5.000000,8.000000,0.625000,0,5
32,18:15:14.789,High,B180T LG,0.916000s,18,5,0.277778,5.000000,18.000000,0.277778,0,5
33,18:15:15.516,Mid,B180T LG,0.320000s,7,5,0.714286,5.000000,7.000000,0.714286,0,4
34,18:15:17.249,Mid,B180T LG,1.241000s,24,5,0.208333,5.000000,24.000000,0.208333,0,5
35,18:15:18.419,Mid,B180T LG,0.893000s,12,5,0.416667,5.000000,12.000000,0.416667,0,4
36,18:15:20.240,Mid,B180T LG,1.131000s,22,5,0.227273,5.000000,22.000000,0.227273,0,4
37,18:15:21.273,High,B180T LG,0.374000s,8,5,0.625000,5.000000,8.000000,0.625000,0,5
38,18:15:23.082,Low,B180T LG,0.869000s,13,5,0.384615,5.000000,13.000000,0.384615,0,3
39,18:15:24.095,Mid,B180T LG,0.430000s,9,5,0.555556,5.000000,9.000000,0.555556,0,5
40,18:15:25.560,High,B180T LG,0.972000s,19,5,0.263158,5.000000,19.000000,0.263158,0,4
41,18:15:26.637,Mid,B180T LG,0.213000s,5,5,1.000000,5.000000,5.000000,1.000000,0,4
42,18:15:27.999,High,B180T LG,1.025000s,20,5,0.250000,5.000000,20.000000,0.250000,0,2
43,18:15:29.453,Mid,B180T LG,0.811000s,16,5,0.312500,5.000000,16.000000,0.312500,0,5
44,18:15:30.314,Low,B180T LG,0.549000s,6,5,0.833333,5.000000,6.000000,0.833333,0,5
45,18:15:31.700,Mid,B180T LG,0.916000s,18,5,0.277778,5.000000,18.000000,0.277778,0,3

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
B180T LG,584,227,227.0,584.0,

