Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,17:07:07.572,test,Poke-Drill,0.982000s,71,19,0.267606,41.800007,156.199890,0.267606,0,25
2,17:07:08.875,test,Poke-Drill,0.933000s,66,29,0.439394,63.800014,145.199905,0.439394,0,25
3,17:07:11.915,test,Poke-Drill,2.669000s,188,40,0.212766,87.999985,413.600616,0.212766,0,25
4,17:07:12.612,test,Poke-Drill,0.328000s,24,19,0.791667,41.800007,52.800011,0.791667,0,25
5,17:07:13.168,test,Poke-Drill,0.374000s,27,19,0.703704,41.800007,59.400013,0.703704,0,11
6,17:07:14.536,test,Poke-Drill,1.087000s,77,35,0.454545,77.000000,169.399872,0.454546,0,19
7,17:07:17.887,test,Poke-Drill,2.983000s,210,53,0.252381,116.599945,462.000885,0.252380,0,25
8,17:07:18.591,test,Poke-Drill,0.328000s,24,19,0.791667,41.800007,52.800011,0.791667,0,25
9,17:07:19.563,test,Poke-Drill,0.601000s,43,19,0.441860,41.800007,94.599976,0.441861,0,25
10,17:07:20.442,test,Poke-Drill,0.513000s,37,19,0.513514,41.800007,81.399994,0.513514,0,25
11,17:07:21.674,test,Poke-Drill,0.858000s,61,21,0.344262,46.200008,134.199921,0.344263,0,25
12,17:07:22.759,test,Poke-Drill,0.714000s,51,27,0.529412,59.400013,112.199951,0.529412,0,25
13,17:07:23.658,test,Poke-Drill,0.528000s,38,22,0.578947,48.400009,83.599991,0.578948,0,25
14,17:07:25.886,test,Poke-Drill,1.857000s,131,36,0.274809,79.199997,288.199921,0.274809,0,25
15,17:07:26.986,test,Poke-Drill,0.728000s,52,22,0.423077,48.400009,114.399948,0.423077,0,25
16,17:07:27.826,test,Poke-Drill,0.527000s,38,19,0.500000,41.800007,83.599991,0.500000,0,20
17,17:07:28.443,test,Poke-Drill,0.258000s,19,19,1.000000,41.800007,41.800007,1.000000,0,25
18,17:07:29.569,test,Poke-Drill,0.872000s,62,22,0.354839,48.400009,136.399918,0.354839,0,16
19,17:07:30.405,test,Poke-Drill,0.473000s,34,22,0.647059,48.400009,74.800003,0.647059,0,25
20,17:07:31.186,test,Poke-Drill,0.414000s,30,19,0.633333,41.800007,66.000015,0.633333,0,25
21,17:07:32.272,test,Poke-Drill,0.774000s,55,19,0.345455,41.800007,120.999939,0.345455,0,20
22,17:07:32.857,test,Poke-Drill,0.254000s,19,19,1.000000,41.800007,41.800007,1.000000,0,22
23,17:07:33.814,test,Poke-Drill,0.597000s,43,22,0.511628,48.400009,94.599976,0.511628,0,25
24,17:07:36.372,test,Poke-Drill,2.186000s,154,32,0.207792,70.400009,338.800201,0.207792,0,25
25,17:07:37.458,test,Poke-Drill,0.731000s,52,22,0.423077,48.400009,114.399948,0.423077,0,23
26,17:07:39.328,test,Poke-Drill,1.512000s,107,31,0.289720,68.200012,235.399780,0.289720,0,25
27,17:07:40.904,test,Poke-Drill,1.203000s,85,32,0.376471,70.400009,186.999847,0.376471,0,25
28,17:07:42.758,test,Poke-Drill,1.485000s,105,23,0.219048,50.600010,230.999786,0.219048,0,25
29,17:07:44.715,test,Poke-Drill,1.583000s,112,27,0.241071,59.400013,246.399765,0.241072,0,25
30,17:07:45.588,test,Poke-Drill,0.501000s,36,19,0.527778,41.800007,79.199997,0.527778,0,25
31,17:07:47.254,test,Poke-Drill,1.502000s,106,30,0.283019,66.000015,233.199783,0.283019,0,10
32,17:07:48.157,test,Poke-Drill,0.547000s,39,22,0.564103,48.400009,85.799988,0.564103,0,24
33,17:07:50.315,test,Poke-Drill,1.844000s,130,31,0.238462,68.200012,285.999908,0.238462,0,21
34,17:07:51.384,test,Poke-Drill,0.757000s,54,22,0.407407,48.400009,118.799942,0.407408,0,21
35,17:07:54.162,test,Poke-Drill,2.415000s,170,53,0.311765,116.599945,374.000397,0.311764,0,25
36,17:07:57.099,test,Poke-Drill,2.570000s,181,46,0.254144,101.199966,398.200531,0.254143,0,25
37,17:08:00.943,test,Poke-Drill,3.475000s,244,44,0.180328,96.799973,536.801270,0.180327,0,24
38,17:08:05.147,test,Poke-Drill,3.844000s,270,60,0.222222,131.999924,594.001587,0.222221,0,25

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,3319,1071,2356.174561,7302.020508,

Kills:,38
Deaths:,0
Fight Time:,45.806999
Time Remaining:,0.0
Avg TTK:,2.255634
Damage Done:,2356.174561
Total Overshots:,881
Damage Taken:,0.0
Hit Count:,1071
Miss Count:,2248
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,380.0
Scenario:,Voltaic AC 2 - canTS
Hash:,4d0c6db69473b467c9722a7a84e043aa
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,17:07:06.217
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,327.19577
Resolution Scale:,100.0
