Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,20:01:15.518,High,b180 pistol,0.298000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
2,20:01:15.900,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,20:01:16.599,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,20:01:17.955,Mid,b180 pistol,0.817000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
5,20:01:19.046,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
6,20:01:19.886,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
7,20:01:24.848,Low,b180 pistol,3.970000s,5,1,0.200000,50.000000,625.000000,0.080000,0,0
8,20:01:26.267,Low,b180 pistol,0.362000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
9,20:01:29.466,High,b180 pistol,2.127000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
10,20:01:30.669,Mid,b180 pistol,0.484000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
11,20:01:32.165,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
12,20:01:33.323,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
13,20:01:35.357,High,b180 pistol,1.317000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
14,20:01:35.726,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,20:01:36.653,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
16,20:01:38.256,Low,b180 pistol,1.039000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
17,20:01:38.920,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
18,20:01:40.453,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
19,20:01:43.621,High,b180 pistol,2.545000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
20,20:01:44.596,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
21,20:01:44.947,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,20:01:46.075,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
23,20:01:47.854,Mid,b180 pistol,0.666000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
24,20:01:48.420,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
25,20:01:48.922,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
26,20:01:49.847,Mid,b180 pistol,0.504000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
27,20:01:50.730,Low,b180 pistol,0.307000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
28,20:01:56.445,Low,b180 pistol,5.254000s,7,1,0.142857,50.000000,875.000000,0.057143,0,0
29,20:01:56.863,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
30,20:01:57.572,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
31,20:01:58.330,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
32,20:01:59.898,Mid,b180 pistol,1.054000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
33,20:02:00.808,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
34,20:02:01.509,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
