Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,15:30:30.602,air1_mixed_short_dash,LG,11.990001s,1081,587,0.543016,5.870039,10.810152,0.543012,0,25
2,15:30:44.939,air_close_short,LG,14.046000s,1265,692,0.547036,6.920063,12.650194,0.547032,0,25
3,15:30:59.270,air1_far_short,LG,14.049001s,1265,542,0.428459,5.420029,12.650194,0.428454,0,25
4,15:31:13.607,air1F_close_short,LG,14.053000s,1265,462,0.365217,4.620011,12.650194,0.365213,0,26
5,15:31:27.664,air1F_far_short,LG,14.045001s,1265,488,0.385771,4.880017,12.650194,0.385766,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,6141,2771,27.710539,61.405701,

Kills:,5
Deaths:,0
Fight Time:,68.182999
Time Remaining:,0.0
Avg TTK:,15.407396
Damage Done:,27.710539
Total Overshots:,101
Damage Taken:,0.0
Hit Count:,2771
Miss Count:,3370
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,2771.053955
Scenario:,VT Plaza Novice
Hash:,7faa0eaac5d5654c3105b0ff5b6c083c
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,15:30:18.323
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,280.448792
Resolution Scale:,100.0
