Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,18:48:26.513,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
2,18:48:27.073,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
3,18:48:28.079,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
4,18:48:28.457,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
5,18:48:29.479,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
6,18:48:31.190,Low,b180 pistol,1.402000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
7,18:48:31.825,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
8,18:48:32.505,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
9,18:48:33.665,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
10,18:48:35.404,High,b180 pistol,0.301000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
11,18:48:36.308,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
12,18:48:37.073,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
13,18:48:38.790,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
14,18:48:39.315,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
15,18:48:43.036,Low,b180 pistol,3.119000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
16,18:48:44.539,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
17,18:48:45.634,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
18,18:48:48.653,Mid,b180 pistol,1.218000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
19,18:48:49.284,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
20,18:48:52.035,Mid,b180 pistol,1.358000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
21,18:48:53.188,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
22,18:48:53.793,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
23,18:48:55.014,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
24,18:48:56.243,High,b180 pistol,0.739000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
25,18:48:58.453,Mid,b180 pistol,0.931000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
26,18:48:59.699,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
27,18:49:00.518,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
28,18:49:03.549,High,b180 pistol,2.603000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
29,18:49:05.797,Low,b180 pistol,1.119000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
30,18:49:06.680,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
31,18:49:08.976,Mid,b180 pistol,1.191000s,3,1,0.333333,50.000000,375.000000,0.133333,0,0
32,18:49:09.611,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
33,18:49:10.236,Low,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
34,18:49:11.571,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
35,18:49:12.557,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
36,18:49:13.619,High,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
37,18:49:17.872,High,b180 pistol,3.697000s,4,1,0.250000,50.000000,500.000000,0.100000,0,0
38,18:49:18.905,High,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
39,18:49:20.043,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
40,18:49:21.239,Mid,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
41,18:49:22.126,Mid,b180 pistol,0.307000s,2,1,0.500000,50.000000,250.000000,0.200000,0,0
42,18:49:22.751,Low,b180 pistol,0.001000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0
43,18:49:23.883,Mid,b180 pistol,0.000000s,1,1,1.000000,50.000000,125.000000,0.400000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
b180 pistol,64,43,2150.0,8000.0,

Kills:,43
Deaths:,0
Fight Time:,17.990999
Time Remaining:,0.0
Avg TTK:,1.69133
Damage Done:,2150.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,43
Miss Count:,21
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,2
Distance Traveled:,0.0
MBS Points:,0.0
Score:,430.0
Scenario:,VT Bounceshot Intermediate
Hash:,8a238e56c5372398b70c77ed3a133d01
Game Version:,3.5.4.2024-05-24-14-41-42-7f44301bd0
Challenge Start:,18:48:25.384
Pause Count:,0
Pause Duration:,0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,800
FOV:,103.0
FOVScale:,Valorant
Hide Gun:,false
Crosshair:,interxhair.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,265.187988
Resolution Scale:,100.0
